eventId,eventTs,action,actorId,actorRole,targetType,targetId,ipHash,userAgentHash,velocity_1m,velocity_5m,velocity_15m,failures_15m,failure_ratio_15m,token_abuse_15m,access_denied_15m,security_alerts_15m,unique_targets_15m,stepup_challenges_15m,stepup_failures_15m,stepup_locked_24h,actor_age_hours,is_first_seen_actor,hour_of_day,day_of_week,telemetry_velocity_1m,telemetry_velocity_5m,telemetry_velocity_15m,telemetry_401_15m,telemetry_403_15m,telemetry_429_15m,telemetry_5xx_15m,telemetry_failure_ratio_15m,telemetry_rate_limit_hits_15m,telemetry_unique_routes_15m,telemetry_public_verify_hits_15m,telemetry_avg_duration_15m,seedSignals,labelSource,reviewStatus,reviewReasonCode,weakLabel
85370114-7406-47ba-a36f-6367e83e6f9b,2026-03-21T19:16:22.764Z,ACCESS_GRANTED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,e9a3d99c-32b2-429f-8624-487d2e09519a,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,1,1,12,3,0.25,0,0,3,10,3,0,0,0.2488788888888889,1,19,6,0,0,2,0,0,0,1,0.5,0,2,0,2295,wide_target_spread_15m|gateway_failure_ratio_15m|future_security_followup_15m,future_followup,,,1
eb233f9d-7bf4-4e08-95c0-8a3f1c27ddb1,2026-03-21T19:16:23.325Z,CREDENTIAL_CREATED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,3fc60aa3-98f3-40bc-a7d9-f546710b5a08,,,2,2,13,3,0.23076923076923078,0,0,3,10,3,0,0,0.24903472222222223,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|future_security_followup_15m,future_followup,,,1
cf995fdc-9ed0-401f-b9df-426361c299ed,2026-03-21T19:18:54.056Z,SECURITY_ALERT,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,e35d6edd-f3e7-4b39-84ab-4752a98814bc,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,0,3,6,2,0.3333333333333333,0,0,2,4,3,0,0,0.29090444444444447,1,19,6,0,1,2,0,0,0,2,1,0,1,0,1304.5,gateway_failure_ratio_15m|future_security_followup_15m,future_followup,,,1
5958182b-11ce-419c-b8f1-0d37838ba742,2026-03-21T19:19:24.232Z,ACCESS_GRANTED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,e35d6edd-f3e7-4b39-84ab-4752a98814bc,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,1,4,7,3,0.42857142857142855,0,0,3,5,3,0,0,0.29928666666666665,1,19,6,0,1,2,0,0,0,2,1,0,1,0,1304.5,wide_target_spread_15m|gateway_failure_ratio_15m|future_security_followup_15m,future_followup,,,1
5572e1b0-31b5-4828-bd7a-af40fdc724c5,2026-03-21T19:19:24.829Z,CREDENTIAL_CREATED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,026fa128-cb7a-461d-835e-f51ce31c7e7c,,,2,5,8,3,0.375,0,0,3,5,3,0,0,0.2994525,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|future_security_followup_15m,future_followup,,,1
1b2dc99c-fe46-4c81-afed-f2af7c26b483,2026-03-21T19:26:26.351Z,SECURITY_ALERT,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,73e7701e-5745-4634-b543-1aab9e7d4560,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,0,0,6,2,0.3333333333333333,0,0,2,4,3,0,0,0.4165419444444444,1,19,6,0,0,2,0,0,0,2,1,0,1,0,1065,gateway_failure_ratio_15m|future_security_followup_15m,future_followup,,,1
2e3e7d49-b59b-41c1-aee5-0eb7a6a024c3,2026-03-21T19:26:50.419Z,ACCESS_GRANTED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,73e7701e-5745-4634-b543-1aab9e7d4560,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,1,1,7,3,0.42857142857142855,0,0,3,5,3,0,0,0.4232275,1,19,6,0,0,2,0,0,0,2,1,0,1,0,1065,wide_target_spread_15m|gateway_failure_ratio_15m|future_security_followup_15m,future_followup,,,1
b46407a7-647f-4c73-8f9a-f105c34501c4,2026-03-21T19:26:50.863Z,CREDENTIAL_CREATED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,cbe0d813-e49a-4695-9c72-c7ff30b469b1,,,2,2,8,3,0.375,0,0,3,5,3,0,0,0.42335083333333334,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|future_security_followup_15m,future_followup,,,1
aadb583e-f062-411b-8c98-1f5a50820b83,2026-03-21T19:28:19.203Z,SECURITY_ALERT,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,c61c070b-db13-4a83-9380-0b25e14f7edc,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,0,3,9,3,0.3333333333333333,0,0,3,6,4,0,0,0.44788972222222223,1,19,6,0,1,3,0,0,0,3,1,0,1,0,880.6666666666666,wide_target_spread_15m|gateway_failure_ratio_15m|future_security_followup_15m,future_followup,,,1
1ed2a289-6a6c-4347-9160-e46f41cfd322,2026-03-21T19:28:39.725Z,ACCESS_GRANTED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,c61c070b-db13-4a83-9380-0b25e14f7edc,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,1,4,10,4,0.4,0,0,4,7,4,0,0,0.4535902777777778,1,19,6,0,1,3,0,0,0,3,1,0,1,0,880.6666666666666,wide_target_spread_15m|gateway_failure_ratio_15m|future_security_followup_15m,future_followup,,,1
4c86f95d-6e4d-46d5-820f-c850ddbab705,2026-03-21T19:28:40.320Z,CREDENTIAL_CREATED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,21209d78-ece4-4393-9454-3688d35af5f1,,,2,5,11,4,0.36363636363636365,0,0,4,7,4,0,0,0.4537555555555556,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|future_security_followup_15m,future_followup,,,1
ed63bc29-948a-48bd-b693-45751772fc09,2026-03-21T19:30:25.259Z,SECURITY_ALERT,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,f55d7d35-fdba-42b6-9f2e-04fe08be59e2,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,0,6,12,4,0.3333333333333333,0,0,4,8,5,0,0,0.48290527777777775,1,19,6,0,2,4,0,0,0,4,1,0,1,0,863,wide_target_spread_15m|gateway_failure_ratio_15m|new_actor_high_velocity_5m|future_security_followup_15m,future_followup,,,1
d4852872-0aed-4718-a785-681dfce9bee3,2026-03-21T19:30:54.905Z,ACCESS_GRANTED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,f55d7d35-fdba-42b6-9f2e-04fe08be59e2,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,1,7,13,5,0.38461538461538464,0,0,5,9,5,0,0,0.4911402777777778,1,19,6,0,2,4,0,0,0,4,1,0,1,0,863,wide_target_spread_15m|gateway_failure_ratio_15m|new_actor_high_velocity_5m|future_security_followup_15m,future_followup,,,1
3eeade69-80ec-4427-a630-bd43ed683d12,2026-03-21T19:30:55.357Z,CREDENTIAL_CREATED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,a367bd79-456c-4c7d-bf20-b75700f3c574,,,2,8,14,5,0.35714285714285715,0,0,5,9,5,0,0,0.49126583333333335,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|new_actor_high_velocity_5m|future_security_followup_15m,future_followup,,,1
f0f66c0c-501f-4d1e-a69e-29b829520b05,2026-03-21T19:30:56.421Z,CREDENTIAL_ISSUED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,a367bd79-456c-4c7d-bf20-b75700f3c574,,,3,9,15,5,0.3333333333333333,0,0,5,10,5,0,0,0.4915613888888889,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|new_actor_high_velocity_5m|future_security_followup_15m,future_followup,,,1
e98b81bb-4f0f-4557-ab6e-16075f7f1f0a,2026-03-21T19:31:29.580Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a367bd79-456c-4c7d-bf20-b75700f3c574,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
50573ef0-1005-45db-ac55-4bf4b36a2553,2026-03-21T19:31:29.596Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a367bd79-456c-4c7d-bf20-b75700f3c574,,,1,1,1,0,0,0,0,0,1,0,0,0,0.000004444444444444444,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
8b7ccb63-5e6b-4926-ac4e-9f9f494c5f30,2026-03-21T19:32:52.049Z,SECURITY_ALERT,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,1cf04722-c19f-4f19-925a-08900c753868,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,0,7,13,4,0.3076923076923077,0,0,4,8,5,0,0,0.5236802777777778,1,19,6,0,2,4,0,0,0,3,0.75,0,1,0,790.25,wide_target_spread_15m|gateway_failure_ratio_15m|new_actor_high_velocity_5m|future_security_followup_15m,future_followup,,,1
0458cc43-7e52-477a-895e-81181aa253cf,2026-03-21T19:33:06.857Z,ACCESS_GRANTED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,1cf04722-c19f-4f19-925a-08900c753868,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,1,8,14,5,0.35714285714285715,0,0,5,9,5,0,0,0.5277936111111111,1,19,6,0,2,4,0,0,0,3,0.75,0,1,0,790.25,wide_target_spread_15m|gateway_failure_ratio_15m|new_actor_high_velocity_5m|future_security_followup_15m,future_followup,,,1
c046a6db-7151-4033-9b26-20a38feab2fe,2026-03-21T19:33:07.256Z,CREDENTIAL_CREATED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,64863eff-ee41-4e11-a2a3-e24bddd7df54,,,2,9,15,5,0.3333333333333333,0,0,5,9,5,0,0,0.5279044444444444,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|new_actor_high_velocity_5m|future_security_followup_15m,future_followup,,,1
48a3c6cd-08bc-486f-a41d-ccc37cc1bab9,2026-03-21T19:33:08.117Z,CREDENTIAL_ISSUED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,64863eff-ee41-4e11-a2a3-e24bddd7df54,,,3,10,16,5,0.3125,0,0,5,10,5,0,0,0.5281436111111111,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|new_actor_high_velocity_5m|future_security_followup_15m,future_followup,,,1
ac812bee-72a7-4691-b08c-eae09c306166,2026-03-21T19:34:40.139Z,SECURITY_ALERT,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,ab491384-931e-4125-b5b3-e5be3824537b,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,0,8,14,4,0.2857142857142857,0,0,4,8,5,0,0,0.5537052777777778,1,19,6,0,2,4,0,0,0,2,0.5,0,1,0,730.25,wide_target_spread_15m|gateway_failure_ratio_15m|new_actor_high_velocity_5m,weak_seed,,,1
c2b397b2-30d1-4b17-ad75-851f6462e68a,2026-03-21T19:34:53.020Z,ACCESS_GRANTED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,StepUpChallenge,ab491384-931e-4125-b5b3-e5be3824537b,,725648e1561fe5294d26c1e1c27bbd44594baf732e66f8874a36c9892ff92640,1,9,15,5,0.3333333333333333,0,0,5,9,5,0,0,0.5572833333333334,1,19,6,0,2,4,0,0,0,2,0.5,0,1,0,730.25,wide_target_spread_15m|gateway_failure_ratio_15m|new_actor_high_velocity_5m,weak_seed,,,0
ce4e1ba7-dad0-442b-ab80-65302b5f33e9,2026-03-21T19:34:53.413Z,CREDENTIAL_CREATED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,a9221f6f-36ce-409a-ba71-6e409c54b007,,,2,10,16,5,0.3125,0,0,5,9,5,0,0,0.5573925,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|new_actor_high_velocity_5m,weak_seed,,,0
c59eddea-adc6-4d38-a406-7d1611cec486,2026-03-21T19:34:54.208Z,CREDENTIAL_ISSUED,user_3BGdb9xWkqfOdwu8jxCRrvdDtnv,INSTITUTION,Credential,a9221f6f-36ce-409a-ba71-6e409c54b007,,,3,11,17,5,0.29411764705882354,0,0,5,10,5,0,0,0.5576133333333333,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,wide_target_spread_15m|new_actor_high_velocity_5m,weak_seed,,,0
caabdd23-0879-4592-98c3-df8f82cf4214,2026-03-21T19:35:51.759Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a9221f6f-36ce-409a-ba71-6e409c54b007,,,0,2,2,0,0,0,0,0,1,0,0,0,0.0728275,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
7df866d1-b35a-4617-b16e-2ec70c6bcb75,2026-03-21T19:35:51.821Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,64863eff-ee41-4e11-a2a3-e24bddd7df54,,,1,3,3,0,0,0,0,0,2,0,0,0,0.07284472222222223,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
7060258b-af22-4bcb-9591-5bc7693a1892,2026-03-21T19:35:51.837Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a367bd79-456c-4c7d-bf20-b75700f3c574,,,2,4,4,0,0,0,0,0,3,0,0,0,0.07284916666666667,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
4f36de11-5038-4df6-838b-29c2c261cb25,2026-03-21T19:35:52.116Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a9221f6f-36ce-409a-ba71-6e409c54b007,,,3,5,5,0,0,0,0,0,3,0,0,0,0.07292666666666667,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
b30a35cd-e781-4679-9751-eebc36876f32,2026-03-21T19:35:52.117Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a367bd79-456c-4c7d-bf20-b75700f3c574,,,4,6,6,0,0,0,0,0,3,0,0,0,0.07292694444444445,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,new_actor_high_velocity_5m,weak_seed,,,0
85e5d92c-4f77-4dff-b4f9-e79577a4cc6e,2026-03-21T19:35:52.131Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,64863eff-ee41-4e11-a2a3-e24bddd7df54,,,5,7,7,0,0,0,0,0,3,0,0,0,0.07293083333333333,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,new_actor_high_velocity_5m,weak_seed,,,0
87d55708-e00c-47f3-a383-d29048aa08b0,2026-03-21T19:41:57.340Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,64863eff-ee41-4e11-a2a3-e24bddd7df54,,,0,0,8,0,0,0,0,0,3,0,0,0,0.17437777777777777,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
6ae18e4f-f879-4f86-9750-8135624626ef,2026-03-21T19:41:57.390Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a9221f6f-36ce-409a-ba71-6e409c54b007,,,1,1,9,0,0,0,0,0,3,0,0,0,0.17439166666666667,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
d76766c8-5b94-4529-b018-2656ce4ddcfc,2026-03-21T19:41:57.503Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a367bd79-456c-4c7d-bf20-b75700f3c574,,,2,2,10,0,0,0,0,0,3,0,0,0,0.17442305555555557,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
eaad4da8-bdd2-4d76-baf0-07979264aeeb,2026-03-21T19:41:57.522Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a367bd79-456c-4c7d-bf20-b75700f3c574,,,3,3,11,0,0,0,0,0,3,0,0,0,0.17442833333333332,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
1cd79433-a264-4f34-877b-43b0c2361276,2026-03-21T19:41:57.574Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a9221f6f-36ce-409a-ba71-6e409c54b007,,,4,4,12,0,0,0,0,0,3,0,0,0,0.17444277777777778,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
fd38ed0f-9cf0-4469-a790-686a2438a50f,2026-03-21T19:41:57.581Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,64863eff-ee41-4e11-a2a3-e24bddd7df54,,,5,5,13,0,0,0,0,0,3,0,0,0,0.1744447222222222,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,,weak_seed,,,0
2ec7606b-7b41-416c-93e6-ddc64772167c,2026-03-21T19:42:08.004Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a367bd79-456c-4c7d-bf20-b75700f3c574,,,6,6,14,0,0,0,0,0,3,0,0,0,0.17734,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,new_actor_high_velocity_5m,weak_seed,,,0
cd8970e1-0804-4eb0-bc54-b4a46ac14f3e,2026-03-21T19:42:08.092Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,64863eff-ee41-4e11-a2a3-e24bddd7df54,,,7,7,15,0,0,0,0,0,3,0,0,0,0.17736444444444444,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,new_actor_high_velocity_5m,weak_seed,,,0
2a10564c-c6db-4ca8-926d-ac366c6ab9bf,2026-03-21T19:42:08.104Z,ACCESS_GRANTED,user_3BGeA01qo4PdpqjizYx6z7jukwH,STUDENT,CredentialDocument,a9221f6f-36ce-409a-ba71-6e409c54b007,,,8,8,16,0,0,0,0,0,3,0,0,0,0.1773677777777778,1,19,6,0,0,0,0,0,0,0,0,0,0,0,0,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,,0
