eventId,eventTs,action,actorId,actorRole,targetType,targetId,ipHash,userAgentHash,velocity_1m,velocity_5m,velocity_15m,failures_15m,failure_ratio_15m,token_abuse_15m,access_denied_15m,security_alerts_15m,unique_targets_15m,stepup_challenges_15m,stepup_failures_15m,stepup_locked_24h,actor_age_hours,is_first_seen_actor,hour_of_day,day_of_week,seedSignals,labelSource,reviewStatus,weakLabel
9743f4c6-4c99-490e-b8c5-13d969a97ea2,2026-03-04T14:28:13.851Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,1,1,2,0,0,0,0,0,2,0,0,0,0.21559805555555556,1,14,3,,weak_seed,,0
a9cb70c5-3180-45f3-9f68-e2e4701dd9af,2026-03-04T14:28:16.868Z,QR_TOKEN_GENERATED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialQrToken,480558d4-f697-452e-b6a8-c18705f1e91c,,,2,2,3,0,0,0,0,0,2,0,0,0,0.2164361111111111,1,14,3,,weak_seed,,0
28030853-cd8b-472d-ba30-0a7a114f696d,2026-03-04T14:29:36.034Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,0,3,4,0,0,0,0,0,3,0,0,0,0.23842666666666668,1,14,3,,weak_seed,,0
ad44f9ea-dcbe-4f64-a857-0d8f80c4947f,2026-03-04T14:29:36.141Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,1,4,5,0,0,0,0,0,3,0,0,0,0.2384563888888889,1,14,3,,weak_seed,,0
5ca0ad96-f9ce-4dc6-8013-7bddec46a861,2026-03-04T14:29:39.264Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,2,5,6,0,0,0,0,0,3,0,0,0,0.2393238888888889,1,14,3,,weak_seed,,0
cb7584be-42fb-4e8e-8c03-d8d345ef7468,2026-03-04T14:29:39.281Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,3,6,7,0,0,0,0,0,3,0,0,0,0.23932861111111112,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
5df9a79a-fbaa-46e6-931b-1b4db9a89f68,2026-03-04T14:29:49.772Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,4,7,8,0,0,0,0,0,3,0,0,0,0.24224277777777778,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
ad911d5f-9035-4372-a8aa-21fa440678e7,2026-03-04T14:29:49.792Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,5,8,9,0,0,0,0,0,3,0,0,0,0.24224833333333334,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
716d04cb-66f2-453e-88b7-b8759183e000,2026-03-04T14:29:58.757Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,6,9,10,0,0,0,0,0,3,0,0,0,0.24473861111111112,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
287d2862-d4a5-4cf7-b0e7-308a01976c26,2026-03-04T14:29:59.043Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,7,10,11,0,0,0,0,0,3,0,0,0,0.24481805555555555,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
0504bf74-d89d-4ab8-b493-193293a8d8cd,2026-03-04T14:31:04.987Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,0,11,11,0,0,0,0,0,2,0,0,0,0.26313583333333335,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
2f85b444-8d7e-4127-8375-afe244072317,2026-03-04T14:31:05.006Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,1,12,12,0,0,0,0,0,2,0,0,0,0.2631411111111111,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
8dc6b366-4170-4c8a-af3b-6bfe899bbc08,2026-03-04T14:31:10.463Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,2,13,13,0,0,0,0,0,2,0,0,0,0.26465694444444443,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
9c38f9f4-21cd-441a-8874-7f612e50e465,2026-03-04T14:31:10.771Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,3,14,14,0,0,0,0,0,2,0,0,0,0.2647425,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
11a6cca6-64b8-4aad-91d9-48c6e07b54f0,2026-03-04T14:31:13.379Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,4,15,15,0,0,0,0,0,2,0,0,0,0.26546694444444446,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
0c10fa11-b2a2-4ef5-8ee3-5fd23b73ffaa,2026-03-04T14:31:13.398Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,5,16,16,0,0,0,0,0,2,0,0,0,0.2654722222222222,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
c1e2ed41-1127-4b57-ad60-5590b45e802c,2026-03-04T14:31:39.251Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,6,17,17,0,0,0,0,0,2,0,0,0,0.27265361111111114,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
b274d144-f9fc-453c-826a-1c7d3144237c,2026-03-04T14:31:39.268Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,7,18,18,0,0,0,0,0,2,0,0,0,0.27265833333333334,1,14,3,new_actor_high_velocity_5m,weak_seed,,0
5f955554-845a-4c86-ae2f-de67e38fb47f,2026-03-04T14:31:49.538Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,8,19,19,0,0,0,0,0,2,0,0,0,0.2755111111111111,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
a6bdb6ec-90e4-4584-8f75-cbe75d109258,2026-03-04T14:31:49.663Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,9,20,20,0,0,0,0,0,2,0,0,0,0.2755458333333333,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
ed6b79ec-1c6c-4f32-b2fe-53ac80aa37d6,2026-03-04T14:31:55.054Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,10,21,21,0,0,0,0,0,2,0,0,0,0.2770433333333333,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
41faaffa-3091-425c-a764-5d5fa3e2d1d5,2026-03-04T14:31:55.356Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,11,22,22,0,0,0,0,0,2,0,0,0,0.27712722222222225,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
95e41ac1-d544-4cc3-9f12-089963531dea,2026-03-04T14:32:00.177Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,12,23,23,0,0,0,0,0,2,0,0,0,0.2784663888888889,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
6720048f-974c-4906-b32b-9bb5f1108921,2026-03-04T14:32:00.194Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,13,24,24,0,0,0,0,0,2,0,0,0,0.2784711111111111,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
662463d1-f301-469f-8406-4c4be1efbd57,2026-03-04T14:32:06.688Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,12,25,25,0,0,0,0,0,2,0,0,0,0.280275,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
97eeb7c7-dc5f-4173-bbc6-9197cc9f9bc0,2026-03-04T14:32:06.702Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,13,26,26,0,0,0,0,0,2,0,0,0,0.2802788888888889,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
bec4db32-e5f0-40ba-8187-eb2d171af3bd,2026-03-04T14:32:10.029Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,14,27,27,0,0,0,0,0,2,0,0,0,0.2812030555555556,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
379741c7-a1ce-4155-9ed5-2dc8474b7505,2026-03-04T14:32:10.350Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,15,28,28,0,0,0,0,0,2,0,0,0,0.2812922222222222,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
18c57c09-a315-49ea-aa77-7398d56bab78,2026-03-04T14:32:11.538Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,14,29,29,0,0,0,0,0,2,0,0,0,0.2816222222222222,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
ca74b556-be44-4970-8a43-23d17ed5fa1f,2026-03-04T14:32:11.856Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,15,30,30,0,0,0,0,0,2,0,0,0,0.2817105555555556,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
01b9cd9b-c588-42b0-9544-ffa6bffc73b4,2026-03-04T14:32:13.474Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,14,31,31,0,0,0,0,0,2,0,0,0,0.28216,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
2663d4b3-95b9-4e63-a5ee-a5b105d8c290,2026-03-04T14:32:13.773Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,15,32,32,0,0,0,0,0,2,0,0,0,0.28224305555555557,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
aedcd090-fab6-41bc-9f04-31f0471e7050,2026-03-04T14:32:16.093Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,16,33,33,0,0,0,0,0,2,0,0,0,0.2828875,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
ec2a2dcf-0ce9-467d-a922-2c86e94afe85,2026-03-04T14:32:16.420Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,17,34,34,0,0,0,0,0,2,0,0,0,0.28297833333333333,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
4be5303e-d8ce-488f-bc0d-79149a4aa948,2026-03-04T14:32:22.657Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,18,35,35,0,0,0,0,0,2,0,0,0,0.28471083333333336,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
ca4dc0b7-25a1-4502-b5e8-08b59a53a37f,2026-03-04T14:32:22.947Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,19,36,36,0,0,0,0,0,2,0,0,0,0.2847913888888889,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
ef523020-5c84-4c3a-a5fd-d9502ef7d5c0,2026-03-04T14:32:25.534Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,20,37,37,0,0,0,0,0,2,0,0,0,0.28551,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
0453d28b-a86a-4746-a466-244550011895,2026-03-04T14:32:25.551Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,21,38,38,0,0,0,0,0,2,0,0,0,0.28551472222222224,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
01f19857-b901-47b8-bc4f-bdb26743c003,2026-03-04T14:32:38.135Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,22,39,39,0,0,0,0,0,2,0,0,0,0.28901027777777777,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
92318ad7-59cd-498c-91d2-f74c04524f27,2026-03-04T14:32:38.152Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,23,40,40,0,0,0,0,0,2,0,0,0,0.289015,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
6a2d94b0-a0e9-4157-a488-a07ab41f81d4,2026-03-04T14:32:39.667Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,22,41,41,0,0,0,0,0,2,0,0,0,0.28943583333333334,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
bbd9b0ba-c0ed-4161-a9a4-d6150dd3e440,2026-03-04T14:32:40.005Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,23,42,42,0,0,0,0,0,2,0,0,0,0.28952972222222223,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
f0815e05-f82a-407b-8250-b64965be23dc,2026-03-04T14:32:46.532Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,24,43,43,0,0,0,0,0,2,0,0,0,0.2913427777777778,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
dd7ef87a-b263-403c-a196-3fd57d0d56cd,2026-03-04T14:32:46.845Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,25,44,44,0,0,0,0,0,2,0,0,0,0.29142972222222224,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
9d5e6ab1-e585-4fa8-b7ea-73a9319f2d6f,2026-03-04T14:32:59.643Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,22,45,45,0,0,0,0,0,2,0,0,0,0.2949847222222222,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
ba622ab0-3e5f-439d-b405-a426fbcbafb5,2026-03-04T14:32:59.657Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,23,46,46,0,0,0,0,0,2,0,0,0,0.29498861111111113,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
1cbae76d-fa94-4d84-abaf-2e8efb7060e3,2026-03-04T14:33:07.857Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,20,47,47,0,0,0,0,0,2,0,0,0,0.2972663888888889,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
984da904-3763-4228-bce9-4add4dcca9e4,2026-03-04T14:33:07.879Z,ACCESS_GRANTED,user_3ARUCOW5gGenxgJXVjwpU7LanPc,STUDENT,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,21,48,48,0,0,0,0,0,2,0,0,0,0.2972725,1,14,3,high_velocity_1m|new_actor_high_velocity_5m,weak_seed,,0
58d56cdd-6281-4be3-9c37-5b6530745828,2026-03-04T14:58:02.767Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,0,0,0,0,0,0,0,0,0,0,0,0,0.7050977777777778,1,14,3,,weak_seed,,0
cdea1275-6eb5-4209-9e18-cfd17bedd914,2026-03-04T15:02:33.190Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,0,1,1,0,0,0,0,0,1,0,0,0,0.7802152777777778,1,15,3,,weak_seed,,0
4d6a17af-9e53-4447-8ceb-22ef451ca1e2,2026-03-04T15:02:33.236Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,1,2,2,0,0,0,0,0,1,0,0,0,0.7802280555555555,1,15,3,,weak_seed,,0
d33178a9-9ed7-4900-8047-d1dacc329885,2026-03-04T15:02:35.509Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,2,3,3,0,0,0,0,0,1,0,0,0,0.7808594444444444,1,15,3,,weak_seed,,0
20608b95-c424-4667-94d0-a2e26e64f4ed,2026-03-04T15:02:35.749Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,3,4,4,0,0,0,0,0,1,0,0,0,0.7809261111111111,1,15,3,,weak_seed,,0
789f7996-00a5-4d1d-b848-58ab1afd9c12,2026-03-04T15:03:22.594Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,4,4,5,0,0,0,0,0,1,0,0,0,0.7939386111111111,1,15,3,,weak_seed,,0
9b62f6f9-afcf-476a-95fb-de69d00ac715,2026-03-04T15:03:22.657Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,5,5,6,0,0,0,0,0,1,0,0,0,0.7939561111111111,1,15,3,,weak_seed,,0
2eea99dc-9c90-4733-8c9e-48c7ccda1260,2026-03-04T15:03:33.181Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,6,6,7,0,0,0,0,0,1,0,0,0,0.7968794444444445,1,15,3,new_actor_high_velocity_5m,weak_seed,,0
ca2edf7c-8063-448d-895b-10ce44c9b919,2026-03-04T15:03:33.201Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,6,7,8,0,0,0,0,0,1,0,0,0,0.796885,1,15,3,new_actor_high_velocity_5m,weak_seed,,0
369c2578-97a0-49c0-90cd-a1b5559aca18,2026-03-04T15:03:35.221Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,6,8,9,0,0,0,0,0,1,0,0,0,0.7974461111111111,1,15,3,new_actor_high_velocity_5m,weak_seed,,0
fd181fab-0c07-4fe2-85e9-cb12726e6b2c,2026-03-04T15:03:35.551Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,6,9,10,0,0,0,0,0,1,0,0,0,0.7975377777777778,1,15,3,new_actor_high_velocity_5m,weak_seed,,0
3e0e83a4-cca3-45d6-a7ea-37bd8a8132e1,2026-03-04T15:05:55.626Z,ACCESS_GRANTED,user_3ARTYUOWpud71cTQ6BsXUqbx2gw,INSTITUTION,CredentialDocument,87d1151e-c80f-4515-883f-898aa8fecf8b,,,0,10,11,0,0,0,0,0,1,0,0,0,0.8364475,1,15,3,new_actor_high_velocity_5m,weak_seed,,0
